Experiment,Item,Condition,Condition_ID,quantifier,scenario,n_quantifier,n_target_objects,shape_noun,color_adjective1_zh,color_adjective2_zh,Sentence_chinese,Expected_answer_zh,list,target_objects,Form_left,colour1_left,n_colour1_left,colour2_left,n_colour2_left,Form_right,colour1_right,n_colour1_right,colour2_right,n_colour2_right,Image,Type
UB,303,2,2,einige,einige_all,,,Quadrate,黄色,,有些方块是黄色的吗？,对的,all_lists,left,square,yellow,8,black,0,cross,yellow,4,black,4,pic303_einige_all.svg,Trial
UB,304,1,1,einige,einige_some_but_not_all,,,Quadrate,绿,,有些方块是绿色的吗？,对的,all_lists,left,square,green,3,orange,6,heart,green,5,orange,5,pic304_einige_some_but_not_all.svg,Trial
UB,304,2,2,einige,einige_all,,,Quadrate,绿,,有些方块是绿色的吗？,对的,all_lists,left,square,green,9,orange,0,heart,green,5,orange,5,pic304_einige_all.svg,Trial
UB,305,1,1,einige,einige_some_but_not_all,,,Kreise,棕色,,有些圆圈是棕色的吗？,对的,all_lists,left,circle,brown,3,grey,4,triangle,brown,1,grey,6,pic305_einige_some_but_not_all.svg,Trial
UB,305,2,2,einige,einige_all,,,Kreise,棕色,,有些圆圈是棕色的吗？,对的,all_lists,left,circle,brown,7,grey,0,triangle,brown,1,grey,6,pic305_einige_all.svg,Trial
UB,311,1,1,einige,einige_some_but_not_all,,,Kreuze,紅色,,有些十字架是红色的吗？,对的,all_lists,right,triangle,red,4,yellow,4,cross,red,3,yellow,5,pic311_einige_some_but_not_all.svg,Trial
UB,311,2,2,einige,einige_all,,,Kreuze,紅色,,有些十字架是红色的吗？,对的,all_lists,right,triangle,red,4,yellow,4,cross,red,8,yellow,0,pic311_einige_all.svg,Trial
UB,312,1,1,einige,einige_some_but_not_all,,,Kreuze,蓝色,,有些十字架是蓝色的吗？,对的,all_lists,right,circle,blue,5,black,5,cross,blue,3,black,4,pic312_einige_some_but_not_all.svg,Trial
UB,312,2,2,einige,einige_all,,,Kreuze,蓝色,,有些十字架是蓝色的吗？,对的,all_lists,right,circle,blue,5,black,5,cross,blue,7,black,0,pic312_einige_all.svg,Trial
UB,316,1,1,einige,einige_some_but_not_all,,,Herzen,橙,,有些红桃是橙色的吗？,对的,all_lists,right,triangle,orange,1,black,7,heart,orange,4,black,5,pic316_einige_some_but_not_all.svg,Trial
UB,316,2,2,einige,einige_all,,,Herzen,橙,,有些红桃是橙色的吗？,对的,all_lists,right,triangle,orange,1,black,7,heart,orange,9,black,0,pic316_einige_all.svg,Trial
UB,317,1,1,einige,einige_some_but_not_all,,,Dreiecke,Black,,有些三角形是黑色的吗？,对的,all_lists,right,square,black,2,orange,6,triangle,black,4,orange,6,pic317_einige_some_but_not_all.svg,Trial
UB,317,2,2,einige,einige_all,,,Dreiecke,Black,,有些三角形是黑色的吗？,对的,all_lists,right,square,black,2,orange,6,triangle,black,10,orange,0,pic317_einige_all.svg,Trial
UB,318,1,1,einige,einige_some_but_not_all,,,Dreiecke,灰色,,有些三角形是灰色的吗？,对的,all_lists,right,circle,grey,1,yellow,5,triangle,grey,3,yellow,3,pic318_einige_some_but_not_all.svg,Trial
UB,318,2,2,einige,einige_all,,,Dreiecke,灰色,,有些三角形是灰色的吗？,对的,all_lists,right,circle,grey,1,yellow,5,triangle,grey,6,yellow,0,pic318_einige_all.svg,Trial
Filler,401,1,1,,up_to_zero,,,Dreiecke,蓝色,,最多两个三角形是蓝色的吗？,不对,all_lists,left,triangle,blue,0,red,5,square,blue,5,red,5,pic15_empty_scope.svg,Trial
Filler,401,2,2,,at_most_zero,,,Dreiecke,蓝色,,最多三个三角形是蓝色的吗？,对的,all_lists,left,triangle,blue,0,red,5,square,blue,5,red,5,pic15_empty_scope.svg,Trial
Filler,402,1,1,,up_to_zero,,,Kreise,紅色,,最多四个圆圈是红色的吗？,不对,all_lists,left,circle,red,0,yellow,6,cross,red,2,yellow,2,pic110_target_target_left.svg,Trial
Filler,402,2,2,,at_most_zero,,,Kreise,紅色,,最多两个圆圈是红色的吗？,对的,all_lists,left,circle,red,0,yellow,6,cross,red,2,yellow,2,pic302_einige_some_but_not_all.svg,Trial
Filler,403,1,1,,up_to_zero,,,Kreise,灰色,,最多三个圆圈是灰色的吗？,不对,all_lists,right,square,grey,4,red,4,circle,grey,0,red,8,pic8_empty_scope.svg,Trial
Filler,403,2,2,,at_most_zero,,,Dreiecke,棕色,,最多两个三角形是棕色的吗？,对的,all_lists,right,circle,brown,3,blue,3,triangle,brown,0,blue,4,pic8_empty_scope.svg,Trial
Filler,404,1,1,,up_to_zero,,,Quadrate,Black,,最多四个方块是黑色的吗？,不对,all_lists,right,cross,black,4,yellow,2,square,black,0,yellow,10,pic304_einige_all.svg,Trial
Filler,404,2,2,,at_most_zero,,,Quadrate,Black,,最多三个方块是黑色的吗？,对的,all_lists,right,cross,black,4,yellow,2,square,black,0,yellow,10,pic304_einige_all.svg,Trial
Filler,405,1,1,,up_to_zero,,,Kreuze,蓝绿色,,最多两个十字架是绿松石色的吗？,不对,all_lists,right,heart,turquoise,2,green,4,cross,turquoise,0,green,5,pic6_empty_scope.svg,Trial
Filler,405,2,2,,at_most_zero,,,Kreuze,蓝绿色,,最多三个十字架是绿松石色的吗？,对的,all_lists,right,heart,turquoise,2,green,4,cross,turquoise,0,green,5,pic6_empty_scope.svg,Trial
Filler,1001,10,10,,psp_failure_definite_filler,,,Quadrat,黄色,,方形是黄色的吗？,有趣的问题,all_lists,left,square,yellow,2,black,0,heart,yellow,0,black,1,pic106_psp_violation_target_right.svg,Trial
Filler,1002,10,10,,psp_failure_definite_filler,,,Kreis,紅色,,圆圈是红色的吗？,有趣的问题,all_lists,left,circle,red,2,blue,0,circle,red,0,blue,3,pic301_einige_some_but_not_all.svg,Trial
Filler,1003,10,10,,psp_failure_definite_filler,,,Dreieck,蓝色,,三角形是蓝色的吗？,有趣的问题,all_lists,left,circle,blue,1,yellow,0,square,blue,0,yellow,1,pic1_empty_scope.svg,Trial
Filler,1004,10,10,,psp_failure_definite_filler,,,Kreuz,棕色,,十字架是棕色的吗？,有趣的问题,all_lists,left,heart,brown,2,green,2,square,brown,1,green,0,pic307_einige_some_but_not_all.svg,Trial
Filler,1005,10,10,,psp_failure_definite_filler,,,Herz,紅色,,心脏是红色的吗？,有趣的问题,all_lists,left,square,red,3,blue,3,circle,red,1,blue,1,pic308_einige_all.svg,Trial
Filler,1006,10,10,,psp_failure_definite_filler,,,Quadrat,蓝色,,方形是蓝色的吗？,有趣的问题,all_lists,right,circle,blue,1,grey,0,square,blue,2,grey,0,pic302_einige_all.svg,Trial
Filler,1007,10,10,,psp_failure_definite_filler,,,Kreis,紫罗兰色,,圆圈是紫色的吗？,有趣的问题,all_lists,right,triangle,purple,3,grey,3,circle,purple,3,grey,1,pic5_empty_restrictor.svg,Trial
Filler,1008,10,10,,psp_failure_definite_filler,,,Dreieck,绿,,三角形是绿色的吗？,有趣的问题,all_lists,right,square,green,1,black,0,triangle,green,2,black,1,pic107_psp_violation_target_right.svg,Trial
Filler,1009,10,10,,psp_failure_definite_filler,,,Kreuz,紅色,,十字架是红色的吗？,有趣的问题,all_lists,right,cross,red,1,grey,0,cross,red,0,grey,1,pic317_einige_all.svg,Trial
Filler,1010,10,10,,psp_failure_definite_filler,,,Herz,蓝绿色,,心脏是绿松石色的吗？,有趣的问题,all_lists,right,heart,turquoise,1,black,0,heart,turquoise,1,black,1,pic6_small_control.svg,Trial
Filler,1011,10,10,,psp_failure_both,,,Quadrate,紅色,,两个方块都是红色的吗？,有趣的问题,all_lists,left,square,red,1,black,0,triangle,black,3,grey,2,pic312_einige_some_but_not_all.svg,Trial
Filler,1012,10,10,,psp_failure_both,,,Herzen,黄色,,两颗心都是黄色的吗？,有趣的问题,all_lists,left,heart,yellow,2,blue,3,cross,yellow,2,blue,2,pic11_small_control.svg,Trial
Filler,1013,10,10,,psp_failure_both,,,Kreuze,紫罗兰色,,两个十字架都是紫色的吗？,有趣的问题,all_lists,right,square,purple,1,brown,1,cross,purple,1,brown,4,pic5_empty_restrictor.svg,Trial
Filler,1014,10,10,,psp_failure_both,,,Dreiecke,蓝色,,两个三角形都是蓝色的吗？,有趣的问题,all_lists,right,circle,blue,5,red,5,triangle,blue,2,red,2,pic15_small_control.svg,Trial
Filler,1015,10,10,,psp_failure_both,,,Kreise,绿,,两个圆圈都是绿色的吗？,有趣的问题,all_lists,right,cross,red,3,green,3,circle,red,3,green,3,pic9_empty_restrictor.svg,Trial
